hitza	agerpen kopurua	maiztasuna milioi testu-hitzeko	silaba kopurua	auzokide kopurua
lupe	39	1.72	2	8
lurrikarek	39	1.72	4	4
luzearekin	39	1.72	5	2
mailegatu	39	1.72	4	3
maldetan	39	1.72	3	6
mama	39	1.72	2	22
manager	39	1.72	3	0
manexek	39	1.72	3	6
mezuen	39	1.72	3	6
mikaren	39	1.72	3	11
milatan	39	1.72	3	6
milikatzen	39	1.72	4	4
minimoa	39	1.72	4	5
mintegiko	39	1.72	4	0
mintzairen	39	1.72	3	9
miraririk	39	1.72	4	1
misioak	39	1.72	4	12
moduarekin	39	1.72	5	2
modukorik	39	1.72	4	4
motore	39	1.72	3	6
motorren	39	1.72	3	10
motzagoa	39	1.72	4	4
motzera	39	1.72	3	6
mozorroak	39	1.72	4	6
mukiak	39	1.72	3	3
multzoka	39	1.72	3	8
muntatuz	39	1.72	3	5
murrizte	39	1.72	3	4
muttur	39	1.72	2	2
mutuaren	39	1.72	4	10
nahigabean	39	1.72	5	5
nahikunde	39	1.72	4	2
naturaleko	39	1.72	5	3
naukan	39	1.72	2	11
nekaldi	39	1.72	3	3
nekeari	39	1.72	4	3
nindutenak	39	1.72	4	5
ninduzula	39	1.72	4	2
nitinan	39	1.72	3	2
obratik	39	1.72	3	1
oharrarazi	39	1.72	5	7
oilarren	39	1.72	3	6
oinazetan	39	1.72	4	4
onartzean	39	1.72	4	6
onartzekoa	39	1.72	5	3
onerat	39	1.72	3	4
orbana	39	1.72	3	5
ordainekoa	39	1.72	5	2
orubean	39	1.72	4	4
oskola	39	1.72	3	6
ospatua	39	1.72	4	7
ostikadak	39	1.72	4	3
ostiralero	39	1.72	5	2
paira	39	1.72	2	14
paperetik	39	1.72	4	0
partaidea	39	1.72	4	4
partalier	39	1.72	4	0
penizilina	39	1.72	5	1
petrala	39	1.72	3	4
pianorako	39	1.72	5	1
pietatea	39	1.72	5	6
pinturaz	39	1.72	3	4
pistak	39	1.72	2	16
plastikoen	39	1.72	4	5
politikoez	39	1.72	5	6
poltsaren	39	1.72	3	3
ponentziak	39	1.72	4	4
postariak	39	1.72	4	6
predikuan	39	1.72	4	6
presorik	39	1.72	3	4
programari	39	1.72	4	2
prozesioan	39	1.72	5	5
sabaiak	39	1.72	3	6
sailkatuek	39	1.72	4	3
salmoak	39	1.72	3	4
sarkorrak	39	1.72	3	4
sasien	39	1.72	3	10
sasiko	39	1.72	3	12
sasikume	39	1.72	4	1
sasoinean	39	1.72	4	3
sasoitan	39	1.72	3	5
sateliteak	39	1.72	5	5
satorrak	39	1.72	3	4
segidaren	39	1.72	4	2
selekzioek	39	1.72	5	6
semaforoak	39	1.72	5	4
senartzat	39	1.72	3	0
sendatze	39	1.72	3	4
sendotuz	39	1.72	3	5
sentsuala	39	1.72	4	3
sermoiak	39	1.72	3	4
soberakina	39	1.72	5	3
soinujole	39	1.72	4	2
somatu	39	1.72	3	4
sosegurik	39	1.72	4	1
stand	39	1.72	1	1
suposatuko	39	1.72	5	0
suteen	39	1.72	3	11
tabua	39	1.72	3	7
tarrapatan	39	1.72	4	3
tasarik	39	1.72	3	8
teilatuko	39	1.72	4	2
telebisten	39	1.72	4	6
tematia	39	1.72	4	7
tiratzeko	39	1.72	4	5
tituluaren	39	1.72	5	2
toponimia	39	1.72	5	4
trabari	39	1.72	3	4
trabatuko	39	1.72	4	4
trajeria	39	1.72	4	6
traktore	39	1.72	3	4
ttipiek	39	1.72	3	8
tupusteko	39	1.72	4	2
txahal	39	1.72	2	6
txerria	39	1.72	3	5
txertaketa	39	1.72	4	1
txikiez	39	1.72	3	7
txofer	39	1.72	2	2
txoratuta	39	1.72	4	2
txorimalo	39	1.72	4	2
txoroak	39	1.72	3	7
txuleta	39	1.72	3	3
tzarrak	39	1.72	2	7
udara	39	1.72	3	11
ugazabek	39	1.72	4	3
ukondoa	39	1.72	4	8
umek	39	1.72	2	16
unama	39	1.72	3	3
urdindu	39	1.72	3	5
urdintzen	39	1.72	3	2
urezko	39	1.72	3	6
uri	39	1.72	2	15
xaharrek	39	1.72	3	10
xahutzeko	39	1.72	4	2
xaramela	39	1.72	4	4
xedetzat	39	1.72	3	1
xoria	39	1.72	3	16
zaharraz	39	1.72	3	8
zaharrenek	39	1.72	4	6
zahartuta	39	1.72	4	4
zainetako	39	1.72	4	5
zakarkeria	39	1.72	5	9
zalua	39	1.72	3	14
zapaten	39	1.72	3	9
zapo	39	1.72	2	14
zaputz	39	1.72	2	2
zapuztuta	39	1.72	4	1
zarelarik	39	1.72	4	3
zartak	39	1.72	2	16
zatarrak	39	1.72	3	14
zatorrek	39	1.72	3	8
zentsuratu	39	1.72	4	3
zikindurik	39	1.72	4	2
zirkuko	39	1.72	3	3
zorionaz	39	1.72	4	3
zulorik	39	1.72	3	4
zurezkoa	39	1.72	4	7
zurgina	39	1.72	3	2
zurira	39	1.72	3	11
zuzentzat	39	1.72	3	2
abadia	38	1.67	4	4
abeltzain	38	1.67	3	2
abererik	38	1.67	4	3
adituekin	38	1.67	5	6
ahuldadea	38	1.67	5	6
ailegatzea	38	1.67	5	7
aingerutxo	38	1.67	4	1
akorde	38	1.67	3	3
akuilua	38	1.67	5	8
amaieraz	38	1.67	4	4
antzezleek	38	1.67	4	5
apaldurik	38	1.67	4	5
arakatuz	38	1.67	4	4
aratza	38	1.67	3	14
arautegia	38	1.67	5	5
ardaila	38	1.67	3	5
arimetan	38	1.67	4	4
armatuta	38	1.67	4	6
arotzak	38	1.67	3	7
arrastiri	38	1.67	4	5
arratoiek	38	1.67	4	6
arrazoituz	38	1.67	4	2
arrotzaren	38	1.67	4	2
arruntei	38	1.67	3	5
artatzea	38	1.67	4	7
artekoen	38	1.67	4	10
askan	38	1.67	2	8
asmaketa	38	1.67	4	3
astoari	38	1.67	4	7
auditorioa	38	1.67	6	5
aukerez	38	1.67	3	4
aurton	38	1.67	2	2
autoei	38	1.67	3	6
azen	38	1.67	2	13
azkartzea	38	1.67	4	4
azkenekoak	38	1.67	5	4
azote	38	1.67	3	5
aztertuak	38	1.67	4	3
babesari	38	1.67	4	0
badauden	38	1.67	3	2
banakakoa	38	1.67	5	5
baretuko	38	1.67	4	4
barkatua	38	1.67	4	9
bazan	38	1.67	2	20
bazenitu	38	1.67	4	3
bekatutik	38	1.67	4	2
belatza	38	1.67	3	7
belztuak	38	1.67	3	7
berearekin	38	1.67	5	11
beretako	38	1.67	4	14
berotze	38	1.67	3	6
beteranoen	38	1.67	5	4
bidegabeak	38	1.67	5	4
bidetatik	38	1.67	4	6
bihozgabea	38	1.67	5	6
bikari	38	1.67	3	11
bikoiztea	38	1.67	4	8
bikoteei	38	1.67	4	6
bilketak	38	1.67	3	8
biluzirik	38	1.67	4	2
bingo	38	1.67	2	6
biolinak	38	1.67	4	5
biraoa	38	1.67	4	12
birazka	38	1.67	3	4
bizkaiera	38	1.67	4	2
bluesa	38	1.67	3	3
borrokatua	38	1.67	5	6
bortitzean	38	1.67	4	3
bortxatzea	38	1.67	4	6
boterekin	38	1.67	4	6
bridge	38	1.67	2	0
burgesak	38	1.67	3	5
buruargia	38	1.67	5	2
burubide	38	1.67	4	3
daramazun	38	1.67	4	5
dariela	38	1.67	4	6
datozkigu	38	1.67	4	5
datozkio	38	1.67	4	6
dauzkak	38	1.67	2	6
denboren	38	1.67	3	4
desleiala	38	1.67	4	2
detektibea	38	1.67	5	3
determina	38	1.67	4	0
dezaken	38	1.67	3	9
dezakezula	38	1.67	5	3
diadan	38	1.67	3	9
dike	38	1.67	2	11
diozunean	38	1.67	5	5
dirateke	38	1.67	4	1
direlakoak	38	1.67	5	5
direnerako	38	1.67	5	2
dirudunak	38	1.67	4	3
diskoari	38	1.67	4	3
distiraka	38	1.67	4	2
ditin	38	1.67	2	6
doalarik	38	1.67	4	3
dudatan	38	1.67	3	3
dueneko	38	1.67	4	7
dunan	38	1.67	2	10
ebakera	38	1.67	4	6
egiterako	38	1.67	5	6
egokiturik	38	1.67	5	2
egotz	38	1.67	2	5
egutegiari	38	1.67	6	0
elastikoak	38	1.67	5	5
eleketa	38	1.67	4	1
elikagaia	38	1.67	5	6
emazteaz	38	1.67	4	8
emigrazio	38	1.67	5	3
emisioak	38	1.67	5	4
enborraren	38	1.67	4	0
entzuleria	38	1.67	5	4
epeltasun	38	1.67	4	1
eratorriak	38	1.67	5	4
erauzitako	38	1.67	5	1
ereduzko	38	1.67	4	3
ergelen	38	1.67	3	5
erlaziorik	38	1.67	5	2
erlea	38	1.67	3	9
erneago	38	1.67	4	2
erosirik	38	1.67	4	5
eroslea	38	1.67	4	5
errefera	38	1.67	4	2
errepaso	38	1.67	4	3
errukior	38	1.67	4	0
esaldiari	38	1.67	5	1
eserlekuen	38	1.67	5	4
eskasiak	38	1.67	4	8
eskasian	38	1.67	4	6
eskaturiko	38	1.67	5	4
eskolatuak	38	1.67	5	4
estalpe	38	1.67	3	1
estandar	38	1.67	3	0
estaturen	38	1.67	4	3
estepa	38	1.67	3	7
estuegi	38	1.67	4	2
etenarekin	38	1.67	5	1
etenaz	38	1.67	3	4
euriarekin	38	1.67	5	7
euriteek	38	1.67	4	4
ezagumena	38	1.67	5	5
ezbai	38	1.67	2	5
eztiaren	38	1.67	4	5
faboritoek	38	1.67	5	4
fedegabeak	38	1.67	5	5
fedegabeen	38	1.67	5	4
filologoak	38	1.67	5	3
fiskalburu	38	1.67	4	1
fondo	38	1.67	2	6
fraidea	38	1.67	3	5
gabekoen	38	1.67	4	7
gainalde	38	1.67	3	1
gaitzez	38	1.67	2	10
galai	38	1.67	2	13
galkadura	38	1.67	4	1
galtzeaz	38	1.67	3	10
galtzerdia	38	1.67	4	5
garagarra	38	1.67	4	2
garaileen	38	1.67	4	4
garbiturik	38	1.67	4	3
garondoa	38	1.67	4	5
gautu	38	1.67	2	11
gehienera	38	1.67	5	2
gelaz	38	1.67	2	14
gertatzean	38	1.67	4	7
golarekin	38	1.67	4	10
gorian	38	1.67	3	16
gorrizta	38	1.67	3	5
gradutik	38	1.67	3	2
grazian	38	1.67	3	7
grebarako	38	1.67	4	0
grinari	38	1.67	3	9
gugatik	38	1.67	3	5
gurpildun	38	1.67	3	1
gutxituak	38	1.67	4	5
guztiekiko	38	1.67	5	2
haragizkoa	38	1.67	5	3
hartaraz	38	1.67	3	5
haurrer	38	1.67	2	5
haurretan	38	1.67	3	7
haustera	38	1.67	3	9
helduei	38	1.67	3	9
helenikoak	38	1.67	5	4
hengoen	38	1.67	3	3
hildakoan	38	1.67	4	4
hirietatik	38	1.67	5	6
hiriraino	38	1.67	4	3
hirutasuna	38	1.67	5	4
hobbit	38	1.67	2	2
honengan	38	1.67	3	1
honetarik	38	1.67	4	2
hurbiltze	38	1.67	3	2
hurko	38	1.67	2	7
hutsarte	38	1.67	3	1
idatzarazi	38	1.67	5	1
idazkian	38	1.67	4	7
idazkien	38	1.67	4	9
igurtzia	38	1.67	4	7
ihi	38	1.67	2	4
ikaskideak	38	1.67	5	5
ikuspenak	38	1.67	4	6
ilaje	38	1.67	3	2
infinituki	38	1.67	5	2
inguruneak	38	1.67	5	5
inposatzea	38	1.67	5	5
inude	38	1.67	3	4
inudeak	38	1.67	4	5
iraultzari	38	1.67	4	3
irrintzia	38	1.67	4	7
isuriaren	38	1.67	5	4
isurtzea	38	1.67	4	8
itauntzen	38	1.67	3	5
itxurazkoa	38	1.67	5	5
ixiltasun	38	1.67	4	2
izkribuak	38	1.67	4	5
izugarrien	38	1.67	5	7
jasta	38	1.67	2	17
jazarleek	38	1.67	4	2
jazzaldiak	38	1.67	4	3
jendarteko	38	1.67	4	2
jokolariek	38	1.67	5	5
jorratuz	38	1.67	3	5
kaliza	38	1.67	3	6
kantan	38	1.67	2	21
kantoineko	38	1.67	4	0
kanturekin	38	1.67	4	6
kantxako	38	1.67	3	3
karabanak	38	1.67	4	6
kargatuta	38	1.67	4	1
karra	38	1.67	2	32
kasetaren	38	1.67	4	6
kausarik	38	1.67	3	3
kazetariok	38	1.67	5	5
kementsuak	38	1.67	4	5
kimikoen	38	1.67	4	6
klinikako	38	1.67	4	2
kobrea	38	1.67	3	9
kodean	38	1.67	3	6
komertzio	38	1.67	4	2
komisioak	38	1.67	5	5
konpainiei	38	1.67	4	2
kordoba	38	1.67	3	4
korner	38	1.67	2	2
koroarekin	38	1.67	5	7
koruko	38	1.67	3	6
koskak	38	1.67	2	11
kroniko	38	1.67	3	6
kukuka	38	1.67	3	9
labanen	38	1.67	3	7
labeak	38	1.67	3	11
laborria	38	1.67	4	6
lagina	38	1.67	3	8
laikoek	38	1.67	3	10
lankideei	38	1.67	4	5
lantu	38	1.67	2	16
lantzaz	38	1.67	2	10
lauan	38	1.67	2	18
lauburu	38	1.67	3	2
lehergaiak	38	1.67	4	5
lehorrez	38	1.67	3	8
leihoetara	38	1.67	5	0
lekuetako	38	1.67	5	2
lemaren	38	1.67	3	3
letaginak	38	1.67	4	3
leuzemia	38	1.67	4	2
leviatan	38	1.67	4	2
librerik	38	1.67	3	3
liriko	38	1.67	3	6
logalea	38	1.67	4	6
lorios	38	1.67	3	2
lortzeaz	38	1.67	3	9
loteslea	38	1.67	4	3
magiaz	38	1.67	3	7
malezia	38	1.67	4	4
marikoia	38	1.67	4	2
marmarrak	38	1.67	3	4
masen	38	1.67	2	16
materialik	38	1.67	5	6
matxista	38	1.67	3	2
mehatxuzko	38	1.67	4	1
melodiak	38	1.67	4	5
miaketan	38	1.67	4	7
mindura	38	1.67	3	9
mintzaia	38	1.67	3	4
mirariaren	38	1.67	5	1
mistoan	38	1.67	3	6
mitzuli	38	1.67	3	2
moneta	38	1.67	3	8
moralari	38	1.67	4	2
moralen	38	1.67	3	10
mordoak	38	1.67	3	10
motatakoak	38	1.67	5	3
motoan	38	1.67	3	14
motzetan	38	1.67	3	7
mozorrotua	38	1.67	5	6
mudatu	38	1.67	3	5
muinoen	38	1.67	4	7
mundialean	38	1.67	5	2
mutikoei	38	1.67	4	5
nahasteak	38	1.67	4	8
nauenean	38	1.67	4	5
negarretan	38	1.67	4	4
nerabeek	38	1.67	4	5
nitzan	38	1.67	2	8
nonbaiteko	38	1.67	4	2
notarioak	38	1.67	5	4
nozioak	38	1.67	4	11
nuklearrik	38	1.67	4	3
obretako	38	1.67	4	2
oharpenak	38	1.67	4	6
oharrez	38	1.67	3	9
ohoin	38	1.67	2	2
ohora	38	1.67	3	10
ohoratuak	38	1.67	5	3
ohorerik	38	1.67	4	2
oinatzak	38	1.67	3	4
oinazezko	38	1.67	4	1
okertzeko	38	1.67	4	1
okupatua	38	1.67	5	6
oles	38	1.67	2	5
opila	38	1.67	3	9
oraikoa	38	1.67	4	5
orobatsu	38	1.67	4	0
orrazia	38	1.67	4	8
ortziaren	38	1.67	4	1
osatutakoa	38	1.67	6	7
osoarena	38	1.67	5	2
ostiak	38	1.67	3	11
pantera	38	1.67	3	3
papoan	38	1.67	3	6
partidekin	38	1.67	4	1
pasada	38	1.67	3	9
pasaka	38	1.67	3	15
pasibo	38	1.67	3	4
pastillak	38	1.67	3	6
patruilak	38	1.67	4	5
pentsua	38	1.67	3	10
perretxiko	38	1.67	4	3
pikoak	38	1.67	3	13
pilatuko	38	1.67	4	8
pintatzeko	38	1.67	4	0
pintzela	38	1.67	3	7
planeten	38	1.67	3	5
plantarik	38	1.67	3	5
plazerrez	38	1.67	3	5
politikek	38	1.67	4	6
populuak	38	1.67	4	6
porroten	38	1.67	3	8
postuetara	38	1.67	5	3
presatu	38	1.67	3	8
proiektuaz	38	1.67	4	5
propioen	38	1.67	4	7
puskaz	38	1.67	2	7
putreak	38	1.67	3	5
razionalki	38	1.67	5	2
sailekoak	38	1.67	4	6
sakonez	38	1.67	3	4
salataria	38	1.67	5	5
samien	38	1.67	3	9
sargoria	38	1.67	4	4
sasoikoa	38	1.67	4	6
sasoirako	38	1.67	4	2
sektoreari	38	1.67	5	1
senarrik	38	1.67	3	3
sendatuta	38	1.67	4	3
sentimentu	38	1.67	4	3
sexurik	38	1.67	3	3
short	38	1.67	1	2
simaurra	38	1.67	3	3
sintaxi	38	1.67	3	1
sokan	38	1.67	2	10
sortan	38	1.67	2	12
sudurreko	38	1.67	4	3
sufragio	38	1.67	4	1
sugandila	38	1.67	4	1
sumintzen	38	1.67	3	4
suntsitze	38	1.67	3	2
superabita	38	1.67	5	2
tinbre	38	1.67	2	2
toberak	38	1.67	3	6
trilogia	38	1.67	4	2
ttantto	38	1.67	2	5
txanoak	38	1.67	3	11
txarangak	38	1.67	3	4
txelin	38	1.67	2	3
txilioka	38	1.67	4	3
txoferrari	38	1.67	4	1
txorrota	38	1.67	3	7
ukaldia	38	1.67	4	11
ukatzerik	38	1.67	4	5
uzkurdura	38	1.67	4	3
xahu	38	1.67	2	6
xardina	38	1.67	3	5
xehatzen	38	1.67	3	10
xinple	38	1.67	2	4
xoilki	38	1.67	2	3
xuxurlatuz	38	1.67	4	2
zabarra	38	1.67	3	14
zaborren	38	1.67	3	6
zaionaren	38	1.67	4	5
zamaketari	38	1.67	5	2
zamalka	38	1.67	3	2
zangoek	38	1.67	3	6
zapuztua	38	1.67	4	7
zartatzen	38	1.67	3	10
zentabo	38	1.67	3	1
ziani	38	1.67	3	7
zioak	38	1.67	3	16
zirrararik	38	1.67	4	2
ziztua	38	1.67	3	9
zorrozteko	38	1.67	4	2
zoruak	38	1.67	3	11
zurginak	38	1.67	3	2
zuritzea	38	1.67	4	8
zutenekin	38	1.67	4	3
zutitzeko	38	1.67	4	6
aberearen	37	1.63	5	3
abestiaren	37	1.63	5	4
abiaraziko	37	1.63	6	1
abiatzekoa	37	1.63	6	3
abokatak	37	1.63	4	7
absentzia	37	1.63	4	5
adimenik	37	1.63	4	3
adinetako	37	1.63	5	2
adituz	37	1.63	3	9
afrikarren	37	1.63	4	4
ahoskatuz	37	1.63	4	4
ahulagoak	37	1.63	5	3
ahuldade	37	1.63	4	2
alaenak	37	1.63	4	7
aldagaiak	37	1.63	4	4
aldats	37	1.63	2	4
alfabetoko	37	1.63	5	1
amaiezina	37	1.63	5	3
ametsari	37	1.63	4	1
analisian	37	1.63	5	5
apalategik	37	1.63	5	6
apalik	37	1.63	3	10
arbasoekin	37	1.63	5	1
arerioaren	37	1.63	6	1
argiagoak	37	1.63	5	2
argimutila	37	1.63	5	2
arkatzez	37	1.63	3	4
arkumea	37	1.63	4	5
arranoaren	37	1.63	5	7
arrosaren	37	1.63	4	7
askiko	37	1.63	3	8
atake	37	1.63	3	3
atalka	37	1.63	3	6
ateetatik	37	1.63	5	9
aterbea	37	1.63	4	6
atoian	37	1.63	3	4
aulkien	37	1.63	3	6
autonomoan	37	1.63	5	6
autoren	37	1.63	3	10
azafata	37	1.63	4	1
azalez	37	1.63	3	12
azantza	37	1.63	3	8
azterturik	37	1.63	4	3
badaukala	37	1.63	4	2
baginan	37	1.63	3	7
baionarrak	37	1.63	4	3
baitagokio	37	1.63	5	2
baitzaitu	37	1.63	3	4
baitzinen	37	1.63	3	3
bakera	37	1.63	3	14
baliatua	37	1.63	5	8
bandako	37	1.63	3	10
bankura	37	1.63	3	2
barneak	37	1.63	3	6
barruratu	37	1.63	4	2
batasunaz	37	1.63	4	3
bekatarien	37	1.63	5	5
bekio	37	1.63	3	7
belzturik	37	1.63	3	1
beratu	37	1.63	3	21
berberari	37	1.63	4	4
berdeko	37	1.63	3	6
bermepean	37	1.63	4	2
betetzeak	37	1.63	4	4
betetzear	37	1.63	4	6
bilakarazi	37	1.63	5	3
bilketan	37	1.63	3	8
biologoak	37	1.63	5	5
blaitu	37	1.63	2	5
borra	37	1.63	2	17
braust	37	1.63	1	3
burkide	37	1.63	3	2
bus	37	1.63	1	2
dakarkio	37	1.63	4	5
dakienik	37	1.63	4	6
debaldeko	37	1.63	4	2
demografia	37	1.63	5	4
dendaria	37	1.63	4	5
deritzen	37	1.63	3	11
desagertze	37	1.63	4	2
desastre	37	1.63	3	1
deserosoak	37	1.63	5	2
diktaduran	37	1.63	4	4
diskrezioz	37	1.63	4	3
dolutan	37	1.63	3	1
dontzeila	37	1.63	3	2
dotorez	37	1.63	3	8
dragoi	37	1.63	2	3
dudatzen	37	1.63	3	3
dugulakoan	37	1.63	5	3
dukezu	37	1.63	3	3
ebaketa	37	1.63	4	7
ehortziko	37	1.63	4	2
ehunekoak	37	1.63	5	3
elegante	37	1.63	4	4
elkargoek	37	1.63	4	4
emaileek	37	1.63	4	7
emaitzez	37	1.63	3	6
emanarazi	37	1.63	5	4
enda	37	1.63	2	10
endemas	37	1.63	3	0
enfin	37	1.63	2	0
enpleguari	37	1.63	5	0
enpresatan	37	1.63	4	2
epearen	37	1.63	4	10
eperra	37	1.63	3	5
eramaile	37	1.63	4	3
erdeinua	37	1.63	4	10
ereduek	37	1.63	4	7
eremanak	37	1.63	4	3
eriaren	37	1.63	4	14
erlauntza	37	1.63	3	3
erpinean	37	1.63	4	1
errak	37	1.63	2	23
errealeko	37	1.63	5	3
erreguak	37	1.63	4	8
errekaz	37	1.63	3	5
erretxin	37	1.63	3	1
erronkarik	37	1.63	4	4
erruaren	37	1.63	4	3
ertaina	37	1.63	3	5
ertzen	37	1.63	2	13
esaldian	37	1.63	4	7
esandakoen	37	1.63	5	8
esaniko	37	1.63	4	6
esatekoa	37	1.63	5	7
eskergak	37	1.63	3	7
eskolakoa	37	1.63	5	3
eskolatzea	37	1.63	5	7
eskoziarra	37	1.63	5	1
eskultorea	37	1.63	5	3
eskupekoa	37	1.63	5	4
esnez	37	1.63	2	9
espaloia	37	1.63	4	6
esperma	37	1.63	3	5
esprint	37	1.63	2	3
estudiatu	37	1.63	5	2
estudiora	37	1.63	5	2
estutik	37	1.63	3	3
euliaren	37	1.63	4	3
ezdeusak	37	1.63	3	3
ezerekin	37	1.63	4	3
ezezagunek	37	1.63	5	7
faltsuki	37	1.63	3	3
famaren	37	1.63	3	6
gaiekin	37	1.63	3	10
galdutakoa	37	1.63	5	5
galtzean	37	1.63	3	13
gaurkotua	37	1.63	4	6
gauzarekin	37	1.63	4	2
genieke	37	1.63	4	4
gezurtiak	37	1.63	4	4
gitarraren	37	1.63	4	5
gizajoari	37	1.63	5	1
goitika	37	1.63	3	7
goizaldea	37	1.63	4	8
golekin	37	1.63	3	6
gostarik	37	1.63	3	6
gozoko	37	1.63	3	10
gradutan	37	1.63	3	2
grekoz	37	1.63	2	5
gurekiko	37	1.63	4	4
gustuen	37	1.63	3	10
gutxiagora	37	1.63	5	3
gutxixeago	37	1.63	5	2
hanpatzen	37	1.63	3	6
haragirik	37	1.63	4	2
harroin	37	1.63	2	6
haserrerik	37	1.63	4	1
haundikoa	37	1.63	4	6
haundizki	37	1.63	3	1
haurreko	37	1.63	3	5
haurtzain	37	1.63	2	2
hausnartuz	37	1.63	3	2
hautsontzi	37	1.63	3	2
hegada	37	1.63	3	6
hekien	37	1.63	3	8
helduetan	37	1.63	4	1
heriotzeak	37	1.63	5	5
herrialdez	37	1.63	4	5
hersketa	37	1.63	3	2
hersten	37	1.63	2	2
hiesaz	37	1.63	3	5
hiruen	37	1.63	3	9
histu	37	1.63	2	8
hizkuntzei	37	1.63	3	4
hobbitak	37	1.63	3	4
hobeagoak	37	1.63	5	3
hobian	37	1.63	3	9
hodeiertz	37	1.63	3	1
hodietan	37	1.63	4	5
horietarat	37	1.63	5	3
hotzera	37	1.63	3	12
hustuak	37	1.63	3	12
ibileren	37	1.63	4	7
idortu	37	1.63	3	3
ihesaldiak	37	1.63	5	4
ikasbidea	37	1.63	5	6
indianoak	37	1.63	5	3
indibidual	37	1.63	5	1
indizearen	37	1.63	5	1
inkisizioa	37	1.63	6	2
inputatuta	37	1.63	5	1
interesek	37	1.63	4	7
ipinia	37	1.63	4	5
irakiarra	37	1.63	5	3
irlako	37	1.63	3	3
irrintziak	37	1.63	4	5
irteerako	37	1.63	5	3
iruditeria	37	1.63	6	4
islak	37	1.63	2	9
istorioari	37	1.63	6	4
istripurik	37	1.63	4	2
itorik	37	1.63	3	6
itsaspeko	37	1.63	4	4
iturrira	37	1.63	4	3
itxierak	37	1.63	4	6
izarretako	37	1.63	5	3
jaberik	37	1.63	3	6
jagi	37	1.63	2	12
jainkoren	37	1.63	3	4
jainkotzat	37	1.63	3	0
jaiotzaz	37	1.63	3	6
jakia	37	1.63	3	19
jakinki	37	1.63	3	3
janarien	37	1.63	4	7
jazarle	37	1.63	3	1
jenderekin	37	1.63	4	2
joaldi	37	1.63	3	5
jostagarri	37	1.63	4	2
jotzeaz	37	1.63	3	6
jubenilak	37	1.63	4	2
jubilatu	37	1.63	4	3
judutarren	37	1.63	4	4
juntan	37	1.63	2	4
kardinalen	37	1.63	4	5
kartaren	37	1.63	3	13
kasinoko	37	1.63	4	0
kaskarrean	37	1.63	4	5
kaskezurra	37	1.63	4	1
katalogoak	37	1.63	5	2
kiniela	37	1.63	4	2
klak	37	1.63	1	13
kliskatzen	37	1.63	3	6
kofradiak	37	1.63	4	4
kolomaren	37	1.63	4	1
komikia	37	1.63	4	6
koñak	37	1.63	2	8
korua	37	1.63	3	16
kuple	37	1.63	2	2
kurutzatu	37	1.63	4	3
kusi	37	1.63	2	7
laburregia	37	1.63	5	3
langabetu	37	1.63	4	2
latzetan	37	1.63	3	8
lausoturik	37	1.63	4	2
laztura	37	1.63	3	8
legendun	37	1.63	3	3
leialki	37	1.63	3	5
leinukoak	37	1.63	4	2
libreetan	37	1.63	4	4
liburutto	37	1.63	4	2
logikarik	37	1.63	4	6
lorratz	37	1.63	2	3
luzeegiak	37	1.63	5	4
mahatsondo	37	1.63	4	1
maizter	37	1.63	2	1
makurkeria	37	1.63	5	4
maletatxoa	37	1.63	5	4
mamian	37	1.63	3	12
mandi	37	1.63	2	11
markoan	37	1.63	3	8
marraren	37	1.63	3	11
marraztea	37	1.63	4	7
marraztua	37	1.63	4	7
marraztuko	37	1.63	4	3
maskulinoa	37	1.63	5	4
maxima	37	1.63	3	4
mendekurik	37	1.63	4	2
menderatua	37	1.63	5	9
menpetik	37	1.63	3	1
mental	37	1.63	2	6
mezarekin	37	1.63	4	4
miatuz	37	1.63	3	4
ministroei	37	1.63	4	4
modaz	37	1.63	2	10
morfologia	37	1.63	5	3
morroiaren	37	1.63	4	4
motxilak	37	1.63	3	3
muki	37	1.63	2	8
mundukoak	37	1.63	4	5
muntaturik	37	1.63	4	3
musik	37	1.63	2	7
nagusiren	37	1.63	4	2
nazioetan	37	1.63	5	4
neskatan	37	1.63	3	2
neurez	37	1.63	2	9
neuzkala	37	1.63	3	2
niean	37	1.63	3	12
nizula	37	1.63	3	4
ñimiñoena	37	1.63	5	4
obsesioak	37	1.63	5	5
ohaide	37	1.63	3	2
oharmen	37	1.63	3	5
ohitzeko	37	1.63	4	6
oinarritik	37	1.63	4	1
ondoezak	37	1.63	4	3
operazioen	37	1.63	6	6
ordenatik	37	1.63	4	2
organikoak	37	1.63	5	4
ortodoxia	37	1.63	5	4
ortzadar	37	1.63	3	0
osin	37	1.63	2	6
ospez	37	1.63	2	4
parekatuz	37	1.63	4	5
paristarra	37	1.63	4	1
partzuergo	37	1.63	4	2
paseoa	37	1.63	4	9
periferia	37	1.63	5	3
petto	37	1.63	2	3
piezarik	37	1.63	4	3
pitzatzen	37	1.63	3	4
planaz	37	1.63	2	12
poker	37	1.63	2	2
prestigio	37	1.63	4	2
printzeek	37	1.63	3	7
probatzea	37	1.63	4	4
profetari	37	1.63	4	2
puntukoa	37	1.63	4	5
putre	37	1.63	2	4
sailetako	37	1.63	4	7
sainduz	37	1.63	2	7
saka	37	1.63	2	25
sakana	37	1.63	3	7
sakratuen	37	1.63	4	6
saldutako	37	1.63	4	2
saltoa	37	1.63	3	13
santura	37	1.63	3	6
saretik	37	1.63	3	7
